movie_id	content	year
1142821	2019法网男双决赛：查迪/马尔丁0-2克拉维茨/密斯	0
1206029	2019国庆档电影精彩速看	0
1248805	2019拉斯维加斯全明星第3比赛日回放	0
993060	2019年全球动画电影前瞻	0
1122095	2019微博电影之夜	0
1280957	2020LCK精彩回放	0
1316451	2020LDL春季赛第一轮(主舞台)回放	0
1309056	2020年LDL公开训练赛第一比赛日87vsRYL回放	0
558068	2022大海啸	2009
978268	203040	2004
902037	203病房	2015
1183977	2046	2014
1118811	2081年	2009
758544	20公分我变身	2005
731387	20岁差距的恋爱	2013
1118870	20世纪少年	2008
757081	20世纪少年：第二部	2009
898763	20小时的较量	2015
578996	21部电影解读21座城市	0
128183	21克	2003
923409	21克拉	2018
1123018	21克拉	2003
191723	21年：理查德.林克莱特	2014
1240780	21岁派对	2013
192660	21玩过界	2013
1276370	21座桥	2019
1081659	22号追击者	2018
991436	22年后的自白	2017
993251	22年后的自白(普通话)	2017
901692	22年后的自白：我是杀人犯	2019
1109308	22英里	2018
736063	233放送会	2017
508559	234说爱你	2016
1115762	23号公寓的坏女孩第1季	2012
1080615	24号储藏室	2012
1080597	24小时	2014
1104115	24小时	0
927924	24小时：末路重生	2018
928268	24小时：末路重生(普通话)	2018
689067	24小时脱单日记	2017
736036	24周	2016
1298764	25nijyu-go	2014
1052501	25小时	2002
749616	26年	2012
1081988	26岁女房东	2019
759011	26天	2003
500653	27套礼服	2008
319802	27宜嫁	2008
194103	28个旅馆房间	2012
488786	28岁未成年	2016
394274	28天	2000
1079885	28天后	2002
1079905	28周后	2007
764861	29+1	2017
792253	29+1(粤语)	2017
759021	29片棕榈叶	2003
1115350	2AMSHOW	2010
1116133	2ch的诅咒	2010
756674	2ch的诅咒vol.2	2010
1116113	2ch的诅咒vol.4	2010
112298	2分20秒	2009
1143549	2法郎,40银元	2014
578821	300勇士：帝国崛起	2014
194149	301角斗士	2011
1128787	306号案件	1956
916856	307	2014
1080761	3096天	2013
1298780	30次	2012
1103380	30次约会 	2016
1135404	30次约会	2016
394650	30+单身贩售	2011
1083525	318号公路	2019
758765	323航班空难调查	2004
983810	33号公路	2018
889737	33又3/4岁的宅男阿雷	2013
232880	34街奇缘	1994
943435	35米厘凶心人	2002
942441	35米厘凶心人（粤语）	2002
919421	36小时惊恐	1998
109352	37	2012
95670	37次想你	2014
186684	37度	2014
758476	39磅的爱	2005
192784	3d铁三角	2013
193512	3G	2012
1272465	3年8班	2020
1119673	3张26日的票	1988
143325	405谋杀案	1980
1072020	407航班	2013
195468	40个白日梦	2012
757413	40岁问题	2008
96163	42号传奇	2013
748282	44号孩子	2014
1081716	44英寸的胸围	2009
154933	45周年	2015
193830	47号物品	2012
133731	48小时	1982
395987	48小时	2004
237556	48小时闯天关	1990
715424	4B青年欢乐多	2013
887849	4B青年之4楼B座	2013
191837	4天3夜,5点的钟	2014
143179	4x100水著份子	2001
879136	4x100水著分子(粤语)	2001
744062	4月电影决战	0
1080808	506哨所	2008
758466	50种说赞的方式	2005
1080219	5150榆树街	2009
1111715	51号兵站	1961
1129773	51号兵站(1961)	1961
169783	51号星球	2009
993435	51区	2015
933494	51区侠盗团	2018
192942	52个星期二	2013
779965	52赫兹,我爱你	2017
780114	52赫兹，我爱你	2017
757786	53个冬日	2006
754663	53号白公馆之双生姐魅花	2017
1295945	54街传奇	2000
759868	54俱乐部	1998
319066	54激情俱乐部	1998
1086375	55步	2017
109158	577计划	2012
1083763	5分钟看懂漫威英雄宇宙	0
756960	5根手指	2009
1020314	5没了装备还能无限复活这个英雄厉害了	0
195398	5x贫民窟	2010
192596	5月观影指南	2013
106375	5月天诺亚方舟	2013
792638	60句电影动漫对白燃哭你的高考岁月	2016
889207	60minutemakeover	2004
760852	60年代的伯克利	1990
997271	60年风继续吹张国荣高光表演合集	0
112759	60岁的情书	2009
897842	60岁小姐	2014
1081739	64号病历	2018
889773	666魔鬼复活	1996
1120701	678路公交车	2010
733374	69	2004
889335	69两头勾	2005
396642	6部高口碑韩国神片	0
889621	6E班	2017
889265	6号病房	2006
754767	6号别墅	2017
151012	6级暴逃	2007
192894	6月观影指南	2013
736233	6种死亡方式	2014
1072169	708090之深圳恋歌	2016
1128663	71号公寓	2018
1105120	722爆炸枪击案	2018
187774	72家租客	2010
968797	72家租客(粤语)	2010
880368	72天搞定你	2017
967782	72小时	2011
1072125	72小时魔鬼追杀令	1995
192636	72小时莎到你	2013
233009	72小时生死线	1995
1080551	7：47重启	2013
96100	7500航班	2014
398150	76号空间站	2014
495735	77年航空港	1977
1124877	7号差馆	2001
96264	7号房的礼物	2013
1308143	7号房的礼物(土耳其版)	2019
1083754	7televisioncommercials(2001)	1998
1120843	7月22日	2018
1120610	7月24日大道的圣诞节	2006
889214	7月7日,晴	1996
578375	7月半“鬼节”	0
192895	7月观影指南	2013
1118217	7影院第19期《洄游》	2015
1076457	80后	2010
1133591	80后吹事班	2019
1117816	80后的独立宣言	2014
993529	80后的那些事	2015
880399	80后之忆童年	2017
193936	80年代巨星	2012
180272	818电影	2016
489329	81号农场之保卫麦咭	2013
1116198	81号农场之疯狂的麦咭	2014
133739	82家房客	1982
1248771	82年生的金智英	2015
191574	86届奥斯卡获奖作品展	2014
992133	86届奥斯卡最佳动画短片提名合集	2014
1298790	88	2015
1115522	8场完美骗局	2014
1250963	8号警报	2019
1298775	8球	2013
759931	8月32日	1998
192971	8月观影指南	2013
394513	8英里	2002
1120477	8月新剧抢鲜看	2017
193757	900天	2012
1113513	90分钟	2012
879238	90后的80后后妈	2018
939037	90后青年	2018
779726	90后之D级作弊团	2014
1117146	90年代港式喜剧满满的回忆	0
764862	90年代遇见的那些爱情	0
1118262	90年代“钻石经典”港片	0
1306854	911	2017
1235480	92黑玫瑰对黑玫瑰	1992
1269102	92黑玫瑰对黑玫瑰[粤语版]	1992
1291622	92任务	2007
319726	93航班	2006
191704	95分的烦恼	2014
161072	97家有喜事	1997
319758	98惊魂记	1998
396076	98世界杯之旅	1998
757017	9.99澳元	2009
1263362	999谁是凶手	1994
1263360	999谁是凶手(粤语)	1994
1143517	99次男	2017
579606	99法郎	2007
156509	99个家	2015
1080240	99号牢房内的博弈	2017
1316959	99家园	2014
512147	9顶假发的女孩	2013
1071906	9号客人：纽约州州长斯皮策盛衰记	2010
516721	9号谋杀案	2001
192994	9号女神	2014
108892	9路冥婚	2012
193961	9米	2012
320708	9岁人生	2004
192830	9月观影指南	2013
106518	爱	2012
507311	爱	2013
929157	爱	2011
192467	a2-b-c	2014
113179	爱4狂潮	2008
396655	aaestenhaut	2007
1076693	AA婚姻日记	2010
156919	爱爱囧事	2013
792560	爱爱囧事2	2017
917775	阿阿奇与西西帕克	2006
1298761	aartmenttroubles	2014
159505	爱不爱	2011
889192	爱不爱,都可以	2012
1272357	爱不沉没	2017
760622	abc谋杀案	1992
760951	阿比弟的冒险	1989
114903	阿宝的故事	2006
762508	安邦定国志	1964
731343	爱本多磨	2014
993558	爱不单行	2015
1295873	阿贝尔	2011
902101	爱不孤独	2015
1267952	阿比盖尔	2019
1102259	阿布格莱布的男孩	2014
1087765	阿布格莱布男孩	2014
761750	阿巴合唱团	1977
134947	岸边激浪	1964
987061	爱不可及	2018
108447	爱别离	2013
1052783	阿波罗13号	1995
731871	阿波罗18号	2011
521355	奥勃洛莫夫一生中的几天	1981
760502	安布拉契卡的小海豚	1993
319714	阿波罗十三号	1995
191944	爱,不难	2014
132833	爱不能急	1988
193357	爱,不能没有你	2012
938709	爱，不能没有你	2012
771247	阿宝日常逗比生活	2016
759405	爱不适打	2001
768373	爱不胜防	2009
1268526	爱不释手	2015
193415	爱不停炖	2012
513520	鏖兵天府	2009
1295651	岸部町奇谈探访编	2012
1302793	安倍逊大族	1942
109254	阿炳心想事成	2012
967737	爱不需要承诺	2011
965622	岸边之旅	2015
150782	爱,不止你我	2013
731422	爱巢	1951
794658	安村	2017
1072197	暗潮	2012
1079916	爱宠	2016
558436	爱宠大机密	2016
978360	爱宠大机密2	2019
1206009	爱宠大机密2(普通话)	2019
1206746	爱宠大机密2普通话版	2019
881653	爱宠大机密(普通话)	2016
193043	爱巢风波	2012
916895	爱闯关	2017
1118791	阿粗和阿呆	2009
993874	爱吃火锅的女怪啊	2018
763066	安城家的舞会	1947
135298	爱厂如家	1958
110912	爱出色	2010
992471	暗藏杀机	1997
1118547	暗藏杀机	2017
396220	A测试之爱情大冒险	2016
1143657	暗藏危机	2004
902113	爱从未离开	2015
192015	爱.从心发现	2014
192950	艾草仙姑	2013
199521	暗道	2016
204764	暗斗	2001
889670	艾迪	2002
758840	俺爹俺娘	2004
756480	艾登堡	2010
758746	AD/BC：摇滚歌剧	2004
1152219	爱的背面也是爱	2011
1027979	阿呆拜寿	1995
161109	爱的承诺	2014
1290634	爱的承诺	2013
321792	阿呆闯学堂	1995
974001	爱斗大	2008
1285012	阿达的胶片呢	2019
193853	爱的大乐斗	2012
192657	爱的对立面	2013
1200743	阿斗带你看电影	2019
1267466	阿斗带你看电影2020	2020
733455	安德的游戏	2013
187603	安德的游戏(环绕声版)	2014
1079479	爱斗大(粤语)	2008
933983	阿东的影展	2013
1113037	阿黛尔的生活	2013
1119914	阿黛尔.雨果的故事	1975
973400	安多芬 	2015
977502	安多芬	2015
372246	爱到房倒屋塌	2003
881915	爱到房倒屋塌（普通话）	2003
889178	爱的发声练习	2008
199789	爱的告别式	2015
1120767	爱的高度	2015
761188	爱的甘露	1986
1120458	爱的归宿	2009
1282717	爱的故事上海篇	2020
362436	爱的故事续集(原声)	1978
1117399	暗动画3	2012
978371	爱德怀德	2006
135855	爱德华大夫	1945
760590	爱德华二世	1992
763438	爱德华七世的加冕	1902
1120650	爱的火山	1969
889081	埃德加	2009
1183313	爱的饥渴	1966
579082	爱的激流	1984
1118643	爱的接力2016	2017
186664	爱的救赎	2015
95810	爱的就是你	2014
757996	爱的阶梯	2007
159237	爱的教育	1961
193510	埃迪加油	2012
1085629	爱的教育	2008
1231985	爱的教育香港版	1961
969919	爱的捆绑	1994
146889	爱的渴望	2002
110579	阿黛拉的非凡冒险	2010
773340	埃迪·雷德梅恩：丑帅演技派	2016
1120561	奥黛丽.赫本的故事	2000
898543	安德烈：黑色的迷宫	2015
1080341	安德烈：黑色迷宫	2015
757896	安德鲁和威利冒险记	2007
1081056	爱的猎犬	2016
504001	安德烈.塔可夫斯基的牺牲之路	2012
761398	安德烈塔可夫斯基：电影诗人	1984
150740	爱的利息	2014
1086164	爱，断了线	2003
1115997	安达卢西亚：女神的报复	2011
1086222	爱，断了线(粤语)	2003
762881	安德里耶什	1954
1119159	艾德蒙	2005
106849	爱的面包魂	2012
187704	爱的面包魂(环绕声版)	2012
889305	奥蒂莫，保佑我	2013
763853	阿蒂米德的膝盖	2009
981713	爱的魔法	2016
760438	爱得没话说	1994
1122846	埃迪-梦游食人族	2012
395963	安东尼奥.卡卢西奥的意大利美食	0
1143523	爱的逆袭	2012
572161	安东尼娅家族	1995
902145	爱的平方	2015
1081079	爱的曝光	2008
920999	爱的骗局	1996
986304	爱的骗局1996	1996
112130	爱得起	2009
117376	爱斗气爱上你	2004
1295882	安东契诃夫的决斗	2010
396672	安的奇幻之旅	2000
758634	爱的奇迹：小小人	2005
1080618	哀悼人	2015
758615	爱的容忍	2005
1119905	爱的肉体	1975
511429	埃迪森	2006
1298726	奥德赛	2012
191325	爱的隧道	2015
934254	爱的速递	2012
758115	艾迪生的墙	2006
132260	爱的世界	1990
1220985	爱的世界(粤语)	1990
761994	暗淡时刻	1973
131265	阿德晒命	1994
980973	爱的使命	2018
579880	艾德私人频道	1999
321179	艾德私人频道(原声)	1999
1287712	爱到杀死你	2014
511142	爱的盛宴	2014
1149066	爱的盛宴	2007
132796	爱的逃兵	1988
194032	爱的替身	2012
763100	爱到天堂	1945
579058	艾德.伍德	1994
998163	艾德伍德	1994
193659	爱的未来	2012
759744	爱到无路可出	1999
1119962	安冬万叔叔	1972
934233	阿达西	2015
493547	爱的蟹逅	2016
926616	爱的陷阱	2001
989928	爱的陷阱	2002
186762	爱的心灵鸡汤	2015
594109	爱的小屋	1974
902149	爱的许愿瓶	2015
131406	阿呆与阿瓜	1994
95816	阿呆与阿瓜2	2014
920727	爱的阴暗面	2016
975093	爱的遗产	2016
756842	爱的预感	2009
758082	爱的永恒欢乐	2006
756566	爱的言灵2：直到世界的尽头	2010
756892	爱的勇气	2005
767723	爱的引擎	2017
1149077	爱的艺术	2011
1112150	爱的应许之地	2019
192683	爱的语言	2013
993067	爱的缘由	2015
762029	阿达一族	1973
320912	爱的召集令	1984
575409	爱的钟声	2016
1078182	爱的真相	2016
194314	安的种子	2011
1240755	爱的战争	2016
1116007	阿尔卑斯	2011
1133797	阿尔伯特	2015
106647	阿尔菲	2004
767257	阿尔菲(1966)	1966
1120046	阿尔法城	1965
946192	阿尔法：狼伴归途	2018
1197856	阿尔法：狼伴归途(国语版)	2018
978387	阿尔法：狼伴归途(普通话)	2018
1210839	埃尔家族	2012
1248038	爱尔兰人	2019
1128817	爱尔莎传奇	1966
965134	艾尔文与花栗鼠2	2010
965133	艾尔文与花栗鼠3	2011
1118317	阿峨之恋	2009
114729	阿飞	2007
973136	阿房	1993
1124865	暗房	2013
8170	阿凡达	2010
592830	阿凡达2	2020
1286417	阿福对错马票	1960
757138	爱放飞	2009
751606	阿福哥的桃花运	1990
191886	艾菲.格蕾	2014
1142774	艾菲格蕾	2014
927159	阿富汗明星	2009
759393	阿富汗之旅	2001
110074	爱封了	2011
510521	爱疯了	2011
889624	艾芙莉	2014
1249789	奥菲莉娅	2018
159335	阿风娶老婆	1999
191868	艾弗森	2014
579081	爱疯三次元	2011
933545	爱疯时代	2013
319943	奥菲斯的遗嘱	1960
1105582	奥菲斯的遗嘱	1962
396695	阿福世界	1997
151191	奥菲斯小姐	1994
201069	阿凡提	1979
1082536	阿凡提的故事	1988
971378	阿凡提之奇缘历险	2018
204509	阿福寻宝记	1957
106580	阿飞正传	1990
885464	阿飞正传(粤语)	1990
992483	阿飞之喋血街头	2018
992194	昂贵的报复	2018
195457	阿格拉蕾	2010
1142750	奥宫秘史上	2006
159321	阿公肉骨茶	1997
194038	奥古斯丁	2013
194191	奥古斯特	2011
114408	阿根廷婆婆	2007
191930	爱隔万里	2014
1136601	埃贡席勒：死神和少女	2016
932315	埃贡·席勒：死神与少女	2016
1127197	埃贡席勒：死神与少女	2016
129442	爱国者	2000
131200	阿甘正传	1994
1152775	阿甘正传(国语版)	1994
1318172	阿甘正传(普通话)	1994
219607	爱国者游戏	1992
1112448	爱国者之日	2016
188038	爱火	1998
578920	阿虎	2000
799379	暗号	2012
186666	爱火不熄	2015
513872	爱很大	2011
757076	奥霍顿	2009
784980	爱很复杂	2009
128231	爱火花	1995
782844	爱·回家	2015
923855	爱，回家	2018
990548	爱回家	2015
1187429	爱.回家	2013
1285544	爱回家	2002
992299	爱很简单	2018
762694	暗黑街的对决	1960
1183311	暗黑街美女	1958
140837	爱，很美	2013
790592	爱很美	2013
1081828	暗黑女子	2017
143183	安魂曲	2014
1109411	安魂曲	2005
973189	暗红杀机	2010
1080870	暗黑杀神	2016
759884	岸和田少年愚连队：望乡篇	1998
1115751	暗黑系爱情碟中谍	2013
1118822	爱后余生	2009
108408	爱恨一线牵	2013
393928	暗黑之地	2015
992912	暗黑之地	2017
1118727	aimlow：thebestofdylanmoran	2010
968545	AI女友	2018
106603	阿金	1996
509088	爱经	1969
986056	暗剑	2018
193292	案件背后的秘密	2012
109004	暗金丑岛君	2012
95962	暗金丑岛君2	2014
733550	暗金丑岛君3	2016
992388	暗界传奇	2018
95846	爱,简单	2014
160012	傲娇的伯虎	2014
1081821	安静的前哨	2011
396562	安静的做一个傲娇的吸血鬼	0
1118415	澳囧风云	2017
1295810	埃及广场	2013
486904	A计划	1983
950980	A计划续集	1987
1080218	a计划续集	1987
318803	A计划续集(粤语)	1987
318783	A计划(粤语)	1983
319831	阿基拉和拼字大赛	2006
113232	安吉拉怀孕记	2009
1072859	安吉拉·摩琳娜	2007
756711	安吉里卡奇遇	2010
113395	阿基里斯与龟	2008
1282048	阿基米德大战	2019
936216	阿基米德王子历险记	1926
111794	爱久弥新	2009
920051	暗箭难防	1997
880062	傲娇千金惹人醉	2017
1115136	埃及人	1954
128821	爱君如梦	2001
1224437	爱君如梦(粤语)	2001
1113933	爱将逝	2006
192673	阿加莎.克里斯蒂的谜样人生	2013
1081743	阿加莎与谋杀的真谛	2018
169810	埃及王子	1998
134984	埃及艳后	1963
1081517	埃及艳后的任务	2002
934260	爱,就要回家	2013
1080943	埃及艳后(上)	1963
1128517	埃及艳后上	1963
1139945	埃及艳后：上	1963
1080944	埃及艳后(下)	1963
1128565	埃及艳后下	1963
1139941	埃及艳后：下	1963
724206	傲娇与偏见	2017
846993	爱即一切	2017
969378	阿金(粤语)	1996
319866	AKB48心程纪实2：受伤过后再追梦	2012
991784	akb48心程纪实2：受伤过后再追梦	2012
192775	akb48心程纪实3：少女眼泪的背后	2013
191786	akb48心程纪实4	2014
772119	阿康的事	2016
1249443	爱哭鬼的奇迹	2018
715685	爱哭鬼皮埃罗的婚礼	2016
1257064	爱哭鬼上学记	2019
1077000	奥克拉荷马	1955
1325920	阿肯色	2020
236728	爱开始的地方	2016
942770	阿k诗篇	2009
108618	奥克斯战争	2013
993496	爱可以走多久	2012
393894	爱恋	2016
394233	暗流	2000
751863	暗恋	2009
899880	爱.泪	2013
993526	暗恋	2015
1132240	暗流	2017
772097	安乐	2016
1124924	暗流1	2000
1080816	暗流2	2004
1086248	暗流(2017)	2017
1260739	暗流2：末日天使	2004
106706	暗恋99天	2012
187636	暗恋99天(环绕声版)	2013
761024	阿里阿德涅在拿索斯岛	1988
1120747	奥利安娜	1986
226823	阿里巴巴2所罗门封印	2016
157824	阿里巴巴：大盗奇兵	2015
135562	阿里巴巴和四十大盗	1954
689549	阿里巴巴和四十大盗	1944
991276	阿里巴巴三根金发	2018
1125493	阿里巴巴与四十大盗	1960
1308099	阿里巴巴与四十大盗(1944)	1944
1122560	阿里巴巴与四十大盗美国版	1944
732911	阿拉伯的劳伦斯	1962
1128985	阿拉伯的劳伦斯上部	1962
1128988	阿拉伯的劳伦斯下部	1962
1125303	阿拉伯好声音	2015
111965	爱来不来	2009
761784	阿兰布里斯塔	1977
558975	阿拉巴马的月亮	2011
1117837	阿拉伯偶像	2016
234388	暗里藏刀	1984
993522	阿莱城的姑娘	2015
917797	奥林传奇	1985
151835	阿拉丁	1992
1192526	阿拉丁	2019
1192168	阿拉丁(1992)(普通话)	1992
1334899	阿拉丁(2009)	2009
1083253	阿拉丁2019	2019
1163550	阿拉丁(2019)	2019
1194454	阿拉丁2019普通话版	2019
132495	阿郎的故事	1989
1299709	阿里的婚礼	2017
928324	阿拉底恋歌	2018
1192531	阿拉丁(普通话)	2019
1194393	阿拉丁(普通话版)	2019
970886	阿浪的远方	2018
574240	阿拉丁与神灯	2016
1029793	阿拉丁与神灯普通话版	2016
194019	阿拉丁与死神灯	2012
898246	阿莉芙	2017
1142749	奥利弗	1968
587571	艾力甫与赛乃姆	1981
928267	艾里甫与赛乃姆	1981
792658	奥拉光环	2014
105825	阿罗汉	2004
718289	阿罗哈	2015
846976	奥丽华历险记	1988
1274189	阿罗汉掌风大作战	2004
1298788	alienate	2013
970051	阿拉姜色	2018
396031	阿历克斯	1997
763354	奥拉克之手	1924
758821	阿丽拉	2004
116047	奥罗拉公主	2005
187426	阿伦·雷乃生前电影回顾	2014
973012	奥雷莉亚·史坦尼(墨尔本)	1979
1298779	alémdeti	2012
927262	阿狸·梦之城堡	2018
1124788	阿狸梦之岛番外(30条命)	2017
170823	阿拉莫之战	2004
194694	埃伦娜	2010
759266	艾琳娜	2002
135475	艾琳娜和她的男人们	1956
1279491	艾琳娜和她的男人们	1956
